instance,paper_name,customer_count,class_name,bks_vehicles,bks_distance,bks_charging_time,bks_charging_count,source_ref,source_doi,source_year,source_in_vor_collection,compilation_ref,compilation_doi,source_table,optimal_proven,charging_model,objective_function,distance_metric,model_compatible,compatibility_notes
r106_21,r106,100,R1,13,1324.1,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r107_21,r107,100,R1,12,1150.95,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r108_21,r108,100,R1,11,1050.04,unknown,unknown,SSG,10.1287/trsc.2013.0490,2014,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r109_21,r109,100,R1,12,1261.31,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r110_21,r110,100,R1,11,1119.5,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r111_21,r111,100,R1,12,1106.19,unknown,unknown,SSG,10.1287/trsc.2013.0490,2014,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r112_21,r112,100,R1,11,1016.63,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r201_21,r201,100,R2,3,1264.82,unknown,unknown,SSG,10.1287/trsc.2013.0490,2014,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r202_21,r202,100,R2,3,1052.32,unknown,unknown,SSG,10.1287/trsc.2013.0490,2014,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r203_21,r203,100,R2,3,895.54,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r204_21,r204,100,R2,2,779.49,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r205_21,r205,100,R2,3,987.36,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r206_21,r206,100,R2,3,922.19,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r207_21,r207,100,R2,2,845.26,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r208_21,r208,100,R2,2,736.12,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r209_21,r209,100,R2,3,867.05,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r210_21,r210,100,R2,3,846.2,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
r211_21,r211,100,R2,2,827.89,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc101_21,rc101,100,RC1,16,1726.91,unknown,unknown,HPH,10.1016/j.ejor.2016.01.038,2016,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc102_21,rc102,100,RC1,14,1552.08,unknown,unknown,HPH,10.1016/j.ejor.2016.01.038,2016,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc103_21,rc103,100,RC1,13,1350.09,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc104_21,rc104,100,RC1,11,1227.25,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc105_21,rc105,100,RC1,14,1475.31,unknown,unknown,HPH,10.1016/j.ejor.2016.01.038,2016,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc106_21,rc106,100,RC1,13,1427.21,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc107_21,rc107,100,RC1,12,1274.89,unknown,unknown,SSG,10.1287/trsc.2013.0490,2014,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc108_21,rc108,100,RC1,11,1197.83,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc201_21,rc201,100,RC2,4,1444.94,unknown,unknown,SSG,10.1287/trsc.2013.0490,2014,True,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc202_21,rc202,100,RC2,3,1410.74,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc203_21,rc203,100,RC2,3,1055.19,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc204_21,rc204,100,RC2,3,884.8,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc205_21,rc205,100,RC2,3,1273.55,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc206_21,rc206,100,RC2,3,1188.63,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc207_21,rc207,100,RC2,3,985.03,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
rc208_21,rc208,100,RC2,3,836.29,unknown,unknown,GS,10.1016/j.ejor.2015.01.049,2015,False,KC,10.1016/j.trc.2016.01.013,Table 2,False,full_recharge: t = (Q - b) * g,"lexicographic(vehicle_count, total_distance, total_charging_time, charging_count)",unrounded Euclidean (math.hypot),False,Objective mismatch: our 4-component lexicographic objective adds total_charging_time and charging_count not present in published objectives; HPH uses weighted sum rather than strict lexicographic; distance metric may differ due to rounding conventions. No gap computation permitted.
